Tweets,created,Tweet Count,Retweets,Day,Date,,,,,,,,,,
"I love it when I see villains caring for their comrades or underlings. Gives some depth to them.

#endsars",3/25/2021 8:13:35 AM,0,FALSE,25,3/25/2021,,,,,,,,,,
"From Fela African China oritse femi and a lot more and we still have a long way to go <U+0001F62D><U+0001F62D> 

#ENDSARS https://t.co/jJXx4Zx6MU",3/25/2021 8:13:04 AM,1,FALSE,25,3/25/2021,,,,,,,,,,
"Agent 47 will have a “full head of hair” in the Hitman TV series adaptation, says writer Derek Kolstad
-
Catch More… https://t.co/C2BCvUNeFP",3/25/2021 8:11:59 AM,5,FALSE,25,3/25/2021,,,,,,,,,,
"Nigerians will always - alwayssss find a find a way to make victims the problem.

We see it with rape issues
We saw… https://t.co/KxFcXUmccI",3/25/2021 8:11:03 AM,0,FALSE,25,3/25/2021,,,,,,,,,,
HBO’s The Last of Us series will adapt dialogue from original game while deviating greatly in story for some episod… https://t.co/5SwIp3tBe5,3/25/2021 8:10:54 AM,9,FALSE,25,3/25/2021,,,,,,,,,,
"RT @Famezz_vv: E go cost you <U+20A6>0.0 to retweet! 
#EndSARS   #LekkiTollGate https://t.co/UvgMbWfHfk",3/25/2021 8:10:34 AM,26372,TRUE,25,3/25/2021,,,,,,,,,,
"We no longer cares.
@SavvyRinu @OgbeniDipo @AishaYesufu @burnaboy @HenshawKate @davido @realFFK #EndSARS this may b… https://t.co/9XGUhPOBXA",3/25/2021 8:09:41 AM,0,FALSE,25,3/25/2021,,,,,,,,,,
RT @krushspencer: Had to celebrate my birthday today at the protest ground . #SarsMustGoNow #EndSARS #EndPoliceBrutality #EndSWAT #SARSMUST…,3/25/2021 8:09:40 AM,35,TRUE,25,3/25/2021,,,,,,,,,,
RT @Jairo_Cule: The most funny thing I seen here recently is people denying the fact that some people gained from #EndSARS Although it wasn…,3/25/2021 8:09:04 AM,4,TRUE,25,3/25/2021,,,,,,,,,,
"RT @BadManHaQ_: If SARS can detain a pregnant woman for 22 days and she lost that pregnancy, what do you think they'll do to you? #ENDSARS",3/25/2021 8:07:54 AM,8005,TRUE,25,3/25/2021,,,,,,,,,,
#EndSARS: ‘My eyes saw pepper in police detention’ – Petitioner https://t.co/Yh7IYLnapS,3/25/2021 8:05:37 AM,0,FALSE,25,3/25/2021,,,,,,,,,,
RT @Pharise93959504: Can #EndSARS trend again?,3/25/2021 8:05:18 AM,3,TRUE,25,3/25/2021,,,,,,,,,,
RT @ajulu_charles: @YIAGA @DSamsonItodo @DCynthiaM @YarKafanchan is it not yet time we occupy the national assembly to get the electoral ac…,3/25/2021 8:05:10 AM,1,TRUE,25,3/25/2021,,,,,,,,,,
@YIAGA @DSamsonItodo @DCynthiaM @YarKafanchan is it not yet time we occupy the national assembly to get the elector… https://t.co/Q5IDGZk4XY,3/25/2021 8:02:41 AM,1,FALSE,25,3/25/2021,,,,,,,,,,
"RT @popcornandreels: Venom: Let There Be Carnage has been pushed back to Sept. 17, 2021 
-
Catch More on THE MOVIES<U+0001F3AC> with @iam_chinatu  &amp; @…",3/25/2021 8:00:58 AM,7,TRUE,25,3/25/2021,,,,,,,,,,
"SARS is a government backed criminal outfit who rape, rob and muder innocent citizens. Such a thing should not exist. #EndSARS",3/25/2021 8:00:14 AM,6,FALSE,25,3/25/2021,,,,,,,,,,
"Automatic - Prince, 1983, Warner Bros. Records.
On YouTube: https://t.co/4i9nkRcVUZ

#FridaysForFuture #Berlin<U+0001F451>… https://t.co/k52LxhUvhu",3/25/2021 8:00:12 AM,1,FALSE,25,3/25/2021,,,,,,,,,,
"After Magu stole all recovered loot, @MBuhari brought another fulani. Turn by turn looting of @OfficialAPCNg… https://t.co/ha1WOdoEQf",3/25/2021 7:59:03 AM,2,FALSE,25,3/25/2021,,,,,,,,,,
"For real tho
I take back my Nigerian pledge walahi,
Ogun kill our past heros
#BBNaija #EndSARS #tinubu",3/25/2021 7:58:56 AM,0,FALSE,25,3/25/2021,,,,,,,,,,
#EndSARS: ‘My eyes saw pepper in police detention’ – Petitioner https://t.co/D6v6y222G0,3/25/2021 7:58:10 AM,2,FALSE,25,3/25/2021,,,,,,,,,,
"@SavvyRinu mak we jolli say i don get 300k followers <U+0001F942>

We go still dey fight
She con balance am wit mak u no givup… https://t.co/56V8Bbgzww",3/25/2021 7:57:51 AM,0,FALSE,25,3/25/2021,,,,,,,,,,
RT @malcolmndubuisi: SO @USinNigeria @UKinNigeria The Slaughter Of 10 October 2020 #LekkiMassacre #Lekkitollgate #EndSARS The Paliaments Ha…,3/25/2021 7:57:23 AM,4,TRUE,25,3/25/2021,,,,,,,,,,
Love Life: We Were Made For Each Other - Read More: https://t.co/UVJe2lbvfK #EndSARS #EndSARSBrutality,3/25/2021 7:57:03 AM,0,FALSE,25,3/25/2021,,,,,,,,,,
"RT @bern_cj: Client : i want a black kitchen

Me: Say no more !! 

#madeinghana 
#brightwoodfurniture
#EndSARS https://t.co/72uPvT2QPH",3/25/2021 7:56:25 AM,38,TRUE,25,3/25/2021,,,,,,,,,,
"The true gradually coming out or maybe confession.
Bandits bandits bandits everywhere #EndSARS #SoroSokeGeneration… https://t.co/zBcoCj5QkN",3/25/2021 7:55:15 AM,0,FALSE,25,3/25/2021,,,,,,,,,,
"Even at that, Washington D.C. has forgotten about #EndSARS - and is supplying weapons to the Nigerian Military in c… https://t.co/L91Q9oAugr",3/25/2021 7:54:31 AM,22,FALSE,25,3/25/2021,,,,,,,,,,
Our #Endsars protests achieved nothing!!! Those hoodlums in uniform dealt with me yesterday <U+0001F926><U+0001F3FD><U+200D><U+2642><U+FE0F>,3/25/2021 7:54:24 AM,0,FALSE,25,3/25/2021,,,,,,,,,,
@MobilePunch What a shame! The moment #endsars protesters were gunned down by it own government that sworn to prote… https://t.co/4dOYoRVOGZ,3/25/2021 7:52:07 AM,2,FALSE,25,3/25/2021,,,,,,,,,,
"#EndSARS, was in a way, a ""cause celebre"". There have been numerous human rights violations in Nigeria - like syste… https://t.co/95w1GuL51w",3/25/2021 7:52:04 AM,46,FALSE,25,3/25/2021,,,,,,,,,,
@alabaawolaja @batcolloquium Some one sent me a message from this gullible handle ...asking me to attend a tinubu e… https://t.co/My6bTmDlTA,3/25/2021 7:51:44 AM,0,FALSE,25,3/25/2021,,,,,,,,,,
RT @Updateboyx: Nigeria is in Military Regime #EndSARS,3/25/2021 7:49:26 AM,727,TRUE,25,3/25/2021,,,,,,,,,,
"Today: 148 days after the #LekkiMassacre we’re still waiting for Justice.
We demand justice.
We’ll get justice!<U+0001F4AA><U+0001F3FF>
W… https://t.co/zn5MOrDwOS",3/25/2021 7:49:26 AM,2,FALSE,25,3/25/2021,,,,,,,,,,
"RT @itsreallyjabby: In everything you do know that ""Tomorrow isn't promised"" and pray for God's grace. <U+0001F64F><U+0001F3FC>
#endpolicebrutality
#Endsars 
#BB…",3/25/2021 7:49:24 AM,1,TRUE,25,3/25/2021,,,,,,,,,,
RT @timileyin_: I don wake. Una papa. #EndSARS,3/25/2021 7:49:22 AM,3485,TRUE,25,3/25/2021,,,,,,,,,,
"In everything you do know that ""Tomorrow isn't promised"" and pray for God's grace. <U+0001F64F><U+0001F3FC>
#endpolicebrutality
#Endsars… https://t.co/bvVH6A5o03",3/25/2021 7:48:53 AM,1,FALSE,25,3/25/2021,,,,,,,,,,
@onoscoclassics @vanguardngrnews Do you believe any information from the Military? After the lies they told during #endsars.,3/25/2021 7:48:38 AM,0,FALSE,25,3/25/2021,,,,,,,,,,
@BashirAhmaad Just as the government of @OfficialAPCNg &amp; @OfficialPDPNig need each other to cover shit. Woe to y’al… https://t.co/UyMcs7YYKX,3/25/2021 7:47:37 AM,0,FALSE,25,3/25/2021,,,,,,,,,,
RT @QueenVLion1: #OromoProtests #ShutItAllDown #AnglophoneCrisis #RapeNationalEmergency #ChildTrafficking #ZimbabweanLivesMatter #AmINext #…,3/25/2021 7:45:57 AM,2,TRUE,25,3/25/2021,,,,,,,,,,
"RT @meiklwagner: Johnny Hates Jazz - Shattered Dreams, 1987, Virgin Records. On YouTube: https://t.co/91CauuCGDm #ForaFutureDancefloor<U+0001F483>#Mus…",3/25/2021 7:45:04 AM,3,TRUE,25,3/25/2021,,,,,,,,,,
#EndSARS: A witness at the independent panel investigating allegations of human rights violations by the SARS &amp; oth… https://t.co/SHU7f5rIE4,3/25/2021 7:40:40 AM,1,FALSE,25,3/25/2021,,,,,,,,,,
"RT @Eruejerienprin1: Presidential Amnesty Students Set For Nationwide Protest Over 14 Months Unpaid Allowances https://t.co/ANpAEuK4A6

#Bu…",3/25/2021 7:39:49 AM,4,TRUE,25,3/25/2021,,,,,,,,,,
"JUST IN: Tinubu Announces N50m Donation For Victims Of Katsina Market 

Me: What A Waste Of Money For Political Gai… https://t.co/D8w6vAUIog",3/25/2021 7:39:41 AM,0,FALSE,25,3/25/2021,,,,,,,,,,
"If His Driver Tricked Him To Sign  Multi Million Naira Document, Just Imagine What His Smart Associates Had Tricked… https://t.co/B8L7yCyPTv",3/25/2021 7:38:57 AM,0,FALSE,25,3/25/2021,,,,,,,,,,
"Imagine A King In Ogun State, Oba Imope Kidnapped, And A Price Tag Of N200 Million Placed On His Head. By Who? Fula… https://t.co/9Zitu5rBOc",3/25/2021 7:38:13 AM,0,FALSE,25,3/25/2021,,,,,,,,,,
"RT @obyezeks: Forty-Three citizens beheaded on our Land by terrorists. Kai.

Where was our Commander-in-Chief of Armed Forces?
Where was DS…",3/25/2021 7:36:32 AM,1775,TRUE,25,3/25/2021,,,,,,,,,,
RT @Nwiuelucky: @von_Bismack Yes.. Seems Buhari has the penchant for breaking his own records in this regard. He alone will break these all…,3/25/2021 7:36:20 AM,1,TRUE,25,3/25/2021,,,,,,,,,,
"RT @MaziNnamdlKanu: BREAKING NEWS:
The GOC Commanding the 6th Division of the @NigerianArmy Maj-Gen. Johnson Olu Irefin that commanded Nige…",3/25/2021 7:35:22 AM,175,TRUE,25,3/25/2021,,,,,,,,,,
#EndSARS: The FG Is Satisfied With Roles Played By Soldiers – Lai Mohammed Says https://t.co/dZItZSRUl2,3/25/2021 7:35:19 AM,0,FALSE,25,3/25/2021,,,,,,,,,,
Vin Diesel’s son [Vincent Sinclair] will play a young Dominic Toretto in the Fast and the Furious universe with F9… https://t.co/NVguxuVVXR,3/25/2021 7:34:31 AM,5,FALSE,25,3/25/2021,,,,,,,,,,
@von_Bismack Yes.. Seems Buhari has the penchant for breaking his own records in this regard. He alone will break t… https://t.co/na0g5iCDXH,3/25/2021 7:32:28 AM,1,FALSE,25,3/25/2021,,,,,,,,,,
RT @Ebuka: A statement!!! #EndSARS https://t.co/JXkSkYWfDM,3/25/2021 7:30:56 AM,35117,TRUE,25,3/25/2021,,,,,,,,,,
RT @Skeneboner: If you trying to post any video on social media. Please use VPN. #EndSARS,3/25/2021 7:30:44 AM,1,TRUE,25,3/25/2021,,,,,,,,,,
"RT @Osegun_MG: #EndSARS 
Easter is next week &amp; the senate is already on Easter break.

Dem no even wait make Judas Iscariot collect the 30…",3/25/2021 7:30:16 AM,5,TRUE,25,3/25/2021,,,,,,,,,,
"RT @meiklwagner: Real Love - Jody Watley, 1989, MCA Records Records.
On YouTube: https://t.co/9CbkB1279R

#FridaysForFuture #Berlin<U+0001F451> #Clima…",3/25/2021 7:30:04 AM,3,TRUE,25,3/25/2021,,,,,,,,,,
"If you see any harassing police block for Ibadan,turn around to gather boys like 20 to pursue them.... If dem no go… https://t.co/VFOusUN5aJ",3/25/2021 7:28:23 AM,0,FALSE,25,3/25/2021,,,,,,,,,,
PremiumTimesng: #EndSARS: Police officer denies leading attack on Anambra community https://t.co/b3l0L2FGWY via @PremiumTimesNG,3/25/2021 7:28:09 AM,0,FALSE,25,3/25/2021,,,,,,,,,,
"Keanu Reeves Teams Up with Netflix for Film and Anime Adaption of His Comic Book ‘BRZRKR’
-
Catch More on THE MOVIE… https://t.co/NOMhnyXfll",3/25/2021 7:27:58 AM,9,FALSE,25,3/25/2021,,,,,,,,,,
"RT @MaziNnamdlKanu: Let's start tagging international correspondences,media houses, members of UK parliament, Biden administration, ICC, et…",3/25/2021 7:27:42 AM,188,TRUE,25,3/25/2021,,,,,,,,,,
"RT @meiklwagner: Walk Like An Egyptian - Bangles, 1986, CBS Records. On YouTube: https://t.co/LHGR0WztF7 #FridaysForFuture #SenKultEU #Clim…",3/25/2021 7:26:03 AM,10,TRUE,25,3/25/2021,,,,,,,,,,
"Tinubu when to kastina and donated 500m to the govt buh the lost of lives last year at #Endsars <U+0001F60F><U+0001F60F><U+0001F623>
He thinks by pl… https://t.co/DDVg6dunC0",3/25/2021 7:25:12 AM,0,FALSE,25,3/25/2021,,,,,,,,,,
"@MobilePunch @elrufai  it so sad that this students could be abandoned, am hoping that your government will put mor… https://t.co/ehwtlsnn0O",3/25/2021 7:24:28 AM,0,FALSE,25,3/25/2021,,,,,,,,,,
"‘The Falcon And The Winter Soldier’ Becomes Most-Watched Disney+ Premiere Ever
-
Catch More on THE MOVIES<U+0001F3AC> with… https://t.co/V4pvUlZSsI",3/25/2021 7:23:49 AM,7,FALSE,25,3/25/2021,,,,,,,,,,
@Naija_PR Protesters won’t surrender if they don’t feel safe - Nigerian Youths #ENDSARS,3/25/2021 7:23:43 AM,0,FALSE,25,3/25/2021,,,,,,,,,,
RT @PremiumTimesng: #EndSARS: My brother has been ‘missing from police custody’ since 2009 – Witness https://t.co/Yj5l2nYZVs,3/25/2021 7:21:53 AM,9,TRUE,25,3/25/2021,,,,,,,,,,
RT @PremiumTimesng: #EndSARS: My brother has been ‘missing from police custody’ since 2009 – Witness https://t.co/Yj5l2nHp3U,3/25/2021 7:21:35 AM,7,TRUE,25,3/25/2021,,,,,,,,,,
"Michael Keaton Says Batman Return In ‘The Flash’ Is Uncertain Due To COVID
-
Catch More on THE MOVIES<U+0001F3AC> with… https://t.co/uo79TKyKHr",3/25/2021 7:21:15 AM,7,FALSE,25,3/25/2021,,,,,,,,,,
"RT @meiklwagner: Raspberry Beret - Prince &amp; The Revolution, 1985, Warner Bros. Records.
On YouTube: https://t.co/u2A7ajbnXT

#FridaysForFut…",3/25/2021 7:20:16 AM,2,TRUE,25,3/25/2021,,,,,,,,,,
"Wake up in the morning
I see the sun shining on my face
It's a good day
I thank the Lord I never fall from grace<U+0001F54A><U+FE0F>… https://t.co/1gP3SnNUOb",3/25/2021 7:18:14 AM,0,FALSE,25,3/25/2021,,,,,,,,,,
"@officialwoliarole 
Politics change people ooooh
Because politics simply means 
""WHO GET WHAT,WHEN AND HOW""
And als… https://t.co/ZOffWyjs6Q",3/25/2021 7:18:13 AM,0,FALSE,25,3/25/2021,,,,,,,,,,
"RT @De_Paragon1: @SaharaReporters @HQNigerianArmy There is no evidence they are ESN members.. Just gather boys on the street, kill them and…",3/25/2021 7:18:04 AM,12,TRUE,25,3/25/2021,,,,,,,,,,
A man who commits evil and those who allows it or turn blind to it are no different. #EndSARS #EndSARS,3/25/2021 7:17:43 AM,0,FALSE,25,3/25/2021,,,,,,,,,,
"RT @Pedro_merit: Morning deal<U+0001F525>
Foreign used 
RX350 
2011 
7.3
#BreakingNews #gbwhatsapp #EricaNlewedimTheBrand #tuesdayvibe #EndSARS #Orlu…",3/25/2021 7:17:11 AM,10,TRUE,25,3/25/2021,,,,,,,,,,
Nigeria: #EndSARS - My Brother Has Been 'Missing From Police Custody' Since 2009 - Witness https://t.co/fqzU1UcdkD https://t.co/ezUw7wxhzI,3/25/2021 7:16:12 AM,0,FALSE,25,3/25/2021,,,,,,,,,,
"RT @KelvinOssai: 5months gone at  #LekkiMassacre #EndSARS 

-No answers
-No arrests made,
-No justice served

RIP to our lost heros <U+0001F56F> https…",3/25/2021 7:16:12 AM,567,TRUE,25,3/25/2021,,,,,,,,,,
"'John Wick 4' starts shooting in June, and will no longer film back-to-back with 'John Wick 5'
-
Catch More on THE… https://t.co/4DQRVp1U1I",3/25/2021 7:14:48 AM,7,FALSE,25,3/25/2021,,,,,,,,,,
"RT @Pedro_merit: Foreign used <U+0001F4AF>
Rx300 
2002 
Price:2.650m
#NoWaterInEnugu #Endsars #obaoflagos #thursdaymorning #KiddBirthdayInABit #Thursd…",3/25/2021 7:12:29 AM,12,TRUE,25,3/25/2021,,,,,,,,,,
"Helen Mirren joins Shazam: Fury Of The Gods as the villain Hespera
-
Catch More on THE MOVIES<U+0001F3AC> with @iam_chinatu  &amp;… https://t.co/ZpopHjuNPd",3/25/2021 7:09:51 AM,7,FALSE,25,3/25/2021,,,,,,,,,,
"RT @ImCaptain__Sam: This is the person that got the contract of the ProSars thugs in abuja. He stays in Finance Quarters, wuye. He is the o…",3/25/2021 7:07:18 AM,2662,TRUE,25,3/25/2021,,,,,,,,,,
"RT @Johniky5: @SEzekwesili #EndSARS #Nigeria is burning 
@BBCNews

@cnnbrk

@dwnews

@TheDailyShow

@FoxNews

@FOXTV

@FOX17Erik

@FoxBusin…",3/25/2021 7:06:59 AM,6,TRUE,25,3/25/2021,,,,,,,,,,
"RT @MyOyigbo_: Man said he was going to build back the police station burnt down by hoodlums during the #EndSARS protest five months ago, t…",3/25/2021 7:06:57 AM,1,TRUE,25,3/25/2021,,,,,,,,,,
@MobilePunch Hear words from Gumi..Did we took up arms during the #EndSARS NO..did we kill NO..our grieviance was f… https://t.co/DY42FmX7BP,3/25/2021 7:06:45 AM,0,FALSE,25,3/25/2021,,,,,,,,,,
Man said he was going to build back the police station burnt down by hoodlums during the #EndSARS protest five mont… https://t.co/2S3eqtbcts,3/25/2021 7:05:23 AM,1,FALSE,25,3/25/2021,,,,,,,,,,
May you help ur helper first. #EndSARS,3/25/2021 7:05:17 AM,0,FALSE,25,3/25/2021,,,,,,,,,,
"RT @Lighthouseint: Get ready to join @pastorshola live tomorrow, Thursday March 24th, 2021 on da Street...by 6pm (WAT).

Connect with us li…",3/25/2021 7:05:07 AM,6,TRUE,25,3/25/2021,,,,,,,,,,
"RT @Johniky5: @DailyPostNGR Why they refused to debate on #BiafraReferendum?Nigeria has expired,terrorist @MBuhari has die long time ago @B…",3/25/2021 7:03:29 AM,4,TRUE,25,3/25/2021,,,,,,,,,,
"National Treasure' TV Series Greenlit at Disney+ with Latina Actress to Lead
-
Catch More on THE MOVIES<U+0001F3AC> with… https://t.co/LekUW9ttUw",3/25/2021 7:02:56 AM,6,FALSE,25,3/25/2021,,,,,,,,,,
"Who ordered the shooting of #EndSARS protesters at Lekki toll gate on 20/10/2020?

#LekkiMassacre

Cc:… https://t.co/t3hxGyKqJd",3/25/2021 7:02:04 AM,0,FALSE,25,3/25/2021,,,,,,,,,,
"@inecnigeria you must begin voter registration effective immediately... 
cc: @MBuhari 
       @NGRPresident… https://t.co/rmmuibGVnG",3/25/2021 7:00:15 AM,0,FALSE,25,3/25/2021,,,,,,,,,,
"RT @meiklwagner: Such A Shame - Talk Talk, 1984, EMI Records.
On YouTube: https://t.co/MvCxtCzCjr

#FridaysForFuture #Berlin<U+0001F451> #ClimateChang…",3/25/2021 7:00:03 AM,10,TRUE,25,3/25/2021,,,,,,,,,,
RT @Akache11: @YulEdochie Twitter community brought up #endsars therefore everyone in pursuit of #betternigeria should form a movement that…,3/25/2021 7:00:00 AM,1,TRUE,25,3/25/2021,,,,,,,,,,
"The world isn't bad because of the bad people in power but it's because,  good people didn't unite together and use… https://t.co/A6gilSZC1G",3/25/2021 7:00:00 AM,0,FALSE,25,3/25/2021,,,,,,,,,,
"RT @THECOOKOFF1: Also this happened
Along the 
Way 
#thecookoff #BugsBunnychallenge #OsinbajoOnRestructuring #thursdaymorning Tinubu #BBNai…",3/25/2021 6:59:47 AM,3,TRUE,25,3/25/2021,,,,,,,,,,
"RT @IamtheOGee: Who ordered the shooting of #EndSARS protesters at Lekki toll gate on 20/10/2020?

#LekkiMassacre https://t.co/gLsVURNM07",3/25/2021 6:59:34 AM,1,TRUE,25,3/25/2021,,,,,,,,,,
"RT @theaicltd: Request and Send money to your friends and family with CashMeApp.

With CashMeApp you can do more and pay less!!

#BankWithC…",3/25/2021 6:59:16 AM,7,TRUE,25,3/25/2021,,,,,,,,,,
"Ron Livingston Replacing Billy Crudup In Ezra Miller’s The Flash
-
Catch More on THE MOVIES<U+0001F3AC> with @iam_chinatu  &amp;… https://t.co/44pqtg4CDe",3/25/2021 6:59:10 AM,7,FALSE,25,3/25/2021,,,,,,,,,,
Join us today at 2pm on @ifm1059 Uyo as we take a look at progress and challenges of the #EndSARS panels.… https://t.co/p8Vd6TLMfX,3/25/2021 6:59:06 AM,6,FALSE,25,3/25/2021,,,,,,,,,,
"Catch More on THE MOVIES<U+0001F3AC> with @iam_chinatu  &amp; @fokiss On @CoolFMAbuja 
3pm -4pm TODAY! #thursdayvibes… https://t.co/5Bk1HxD835",3/25/2021 6:56:52 AM,7,FALSE,25,3/25/2021,,,,,,,,,,
"The bird don fly??
#EndSARS 
#Freekaduna39
#EndBadGovernance https://t.co/rtSuyWQw5F",3/25/2021 6:56:17 AM,0,FALSE,25,3/25/2021,,,,,,,,,,
"Who ordered the shooting of #EndSARS protesters at Lekki toll gate on 20/10/2020?

#LekkiMassacre https://t.co/gLsVURNM07",3/25/2021 6:54:43 AM,1,FALSE,25,3/25/2021,,,,,,,,,,
@YulEdochie Twitter community brought up #endsars therefore everyone in pursuit of #betternigeria should form a mov… https://t.co/F0cqtgPZ3e,3/25/2021 6:54:17 AM,1,FALSE,25,3/25/2021,,,,,,,,,,
"RT @THECOOKOFF1: Hello guys we're here, registration is still ongoing. Using our website <U+0001F449> https://t.co/ttzUoXzvHW
I would be dropping
Audi…",3/25/2021 6:54:08 AM,4,TRUE,25,3/25/2021,,,,,,,,,,
"RT @GhenhisKhan: You can submit a document to Buhari now and he'd not bother to read it and the next thing is signature being appended. 

E…",3/25/2021 6:54:02 AM,15,TRUE,25,3/25/2021,,,,,,,,,,
"RT @GbengaThomas7: Jackie Chan needs to see this!<U+0001F602><U+0001F602><U+0001F602>

#EndSARS   Rest In Peacde  Bella Shmurda  #NoWaterInEnugu   EFCC https://t.co/HBfnVXa…",3/25/2021 6:52:47 AM,882,TRUE,25,3/25/2021,,,,,,,,,,
"Also this happened
Along the 
Way 
#thecookoff #BugsBunnychallenge #OsinbajoOnRestructuring #thursdaymorning Tinubu… https://t.co/3voMjRfcpf",3/25/2021 6:52:20 AM,3,FALSE,25,3/25/2021,,,,,,,,,,
The last time he threatened us after #EndSARS <U+0001F62C> https://t.co/1fMGFMYTEx,3/25/2021 6:51:21 AM,1,FALSE,25,3/25/2021,,,,,,,,,,
"RT @Epheanyi_Energy: <U+0001F1F3><U+0001F1EC>
 God pls. answer our <U+0001F6D0> request 
#EndSARS 
<U+270A><U+0001F3FD><U+270A><U+0001F3FD> https://t.co/PfXyP2mrlD",3/25/2021 6:49:34 AM,1,TRUE,25,3/25/2021,,,,,,,,,,
RT @HabilaIshaq: Breaking: Tinubu has started begging around for endorsement over 2023. Dear Young Nigerians we will never forget what happ…,3/25/2021 6:49:29 AM,1,TRUE,25,3/25/2021,,,,,,,,,,
"#FaceYourFear<U+0001F1F3><U+0001F1EC> #EndSARS
You are not trouble maker, but you want to make peace with a trouble maker! It will never… https://t.co/nFtrEz80T9",3/25/2021 6:49:22 AM,0,FALSE,25,3/25/2021,,,,,,,,,,
"RT @Abdul_A_Bello: It’s Mischievous To Claim Kogi State Rejected COVID-19 Vaccines 

Cold room and walk in facilities of the State were van…",3/25/2021 6:49:04 AM,1,TRUE,25,3/25/2021,,,,,,,,,,
"<U+0001F1F3><U+0001F1EC>
 God pls. answer our <U+0001F6D0> request 
#EndSARS 
<U+270A><U+0001F3FD><U+270A><U+0001F3FD> https://t.co/PfXyP2mrlD",3/25/2021 6:47:49 AM,1,FALSE,25,3/25/2021,,,,,,,,,,
Breaking: Tinubu has started begging around for endorsement over 2023. Dear Young Nigerians we will never forget wh… https://t.co/LH7OWuwnQQ,3/25/2021 6:47:31 AM,1,FALSE,25,3/25/2021,,,,,,,,,,
"This #ENDSARS survey is not government sponsored, this is for academic purpose. No form of identification is includ… https://t.co/S1JVwOHxJR",3/25/2021 6:47:17 AM,189,FALSE,25,3/25/2021,,,,,,,,,,
@atiku No we do not want PDP. PDP = APC. Time for AAC to be tried. A Revolutionary party. #EndSARS #RevolutionNow,3/25/2021 6:47:02 AM,1,FALSE,25,3/25/2021,,,,,,,,,,
RT @LeagueofCitize1: @thecableng @NGRSenate What do you mean by @NGRSenate is embarking on a break? To all Nigerians and the rest of the wo…,3/25/2021 6:46:31 AM,2,TRUE,25,3/25/2021,,,,,,,,,,
"RT @meiklwagner: U Can’t Touch This - MC Hammer, 1990, Capitol Records.
On YouTube: https://t.co/2KHMoDtlR1

#FridaysForFuture #Berlin<U+0001F451> #Cl…",3/25/2021 6:45:05 AM,4,TRUE,25,3/25/2021,,,,,,,,,,
"RT @abikeaguda: 4days ago makes it 5months since the killings at the Lekki toll gate #LekkiMassacre #EndSARS 
Alot of things are really sad…",3/25/2021 6:43:19 AM,2,TRUE,25,3/25/2021,,,,,,,,,,
"RT @abikeaguda: Nigeria police are still extorting and shooting people 
#EndSARS didnt end sars
People are still been held in prison for pe…",3/25/2021 6:43:09 AM,1,TRUE,25,3/25/2021,,,,,,,,,,
"It’s Mischievous To Claim Kogi State Rejected COVID-19 Vaccines 

Cold room and walk in facilities of the State wer… https://t.co/yB2arSyuXQ",3/25/2021 6:42:00 AM,1,FALSE,25,3/25/2021,,,,,,,,,,
"RT @AMASIKE: @rosemaryCNN We dey watch you from #Nigeria, @rosemaryCNN <U+0001F642>

#EndSARS remembers your coverage and empathy. <U+0001F642><U+270A><U+2665><U+FE0F>",3/25/2021 6:41:34 AM,2,TRUE,25,3/25/2021,,,,,,,,,,
"RT @Farrahcutie: Yeap! I was in that room &amp; as a matter of fact, I was tad bit irritated by the fact that Dipo when he had the chance to sp…",3/25/2021 6:41:26 AM,4,TRUE,25,3/25/2021,,,,,,,,,,
"RT @meiklwagner: Genesis - The Last Domino? Tour 2021 [Rehearsal Teaser] 
On YouTube: https://t.co/zMFnV17VJC

#FridaysForFuture #SenKultEU…",3/25/2021 6:41:06 AM,47,TRUE,25,3/25/2021,,,,,,,,,,
"Hello guys we're here, registration is still ongoing. Using our website <U+0001F449> https://t.co/ttzUoXzvHW
I would be droppi… https://t.co/ci9D3UXnuZ",3/25/2021 6:40:58 AM,4,FALSE,25,3/25/2021,,,,,,,,,,
"RT @oriyomi103: @Abiodunstylux #EndSARS brought the exposure which came with success, recognition and fame to the frontiers",3/25/2021 6:40:46 AM,1,TRUE,25,3/25/2021,,,,,,,,,,
"@Abiodunstylux #EndSARS brought the exposure which came with success, recognition and fame to the frontiers",3/25/2021 6:40:34 AM,1,FALSE,25,3/25/2021,,,,,,,,,,
"""They who can give up essential liberty to obtain a little temporary safety deserve neither liberty nor safety."" -… https://t.co/y3RAfuh8Je",3/25/2021 6:30:30 AM,0,FALSE,25,3/25/2021,,,,,,,,,,
"Raspberry Beret - Prince &amp; The Revolution, 1985, Warner Bros. Records.
On YouTube: https://t.co/u2A7ajbnXT… https://t.co/gsQvOeuMvf",3/25/2021 6:30:21 AM,2,FALSE,25,3/25/2021,,,,,,,,,,
@gtbank_help I request for loan u debit my account na so? Today na royal rumble for any branch I enter. #endnadgovernace #EndSARS #BBNaija,3/25/2021 6:29:06 AM,0,FALSE,25,3/25/2021,,,,,,,,,,
"Tinubu wants to contest for Nigerian President in 2023. If you want to vote, just remember #ENDSARS #LekkiMassacre be wise!!!",3/25/2021 6:28:24 AM,0,FALSE,25,3/25/2021,,,,,,,,,,
